Date,Hinckley Reservoir Elevation,Hinckley Reservoir Comparison to Elevation Trigger1,Hinckley Reservoir Comparison to Normal Elevation2,Hinckley Reservoir Discharge,1920 Operating Diagram Release4,Hinckley Reservoir Inflow,Hinckley Reservoir 30-Day Running Average Inflow5,Wilmurt Streamgage Flow,Mohawk Valley Water Authority Withdrawal,Delta Reservoir Elevation,Delta Reservoir Discharge,Nine Mile Feeder Discharge,,,
4/10/2010,1224.9,#N/A,12.1,1107,1100,1028,2273,917,#N/A,#N/A,#N/A,#N/A,,,
4/9/2010,1225.0,#N/A,12.7,1105,1100,1119,2252,1011,#N/A,548.5,266,0,,,
4/8/2010,1225.0,#N/A,13.3,1132,1100,959,2226,950,#N/A,548.4,260,0,,,
4/7/2010,1225.1,#N/A,14.2,1260,1100,1060,2205,1067,28.2,548.4,483,0,,,
4/6/2010,1225.3,#N/A,15.2,1649,1100,1106,2180,1295,#N/A,548.6,483,0,,,
4/5/2010,1225.6,#N/A,16.4,1883,1100,1546,2152,1775,#N/A,548.9,483,0,,,
4/4/2010,1225.8,#N/A,17.6,2192,1100,2138,2111,2377,28.4,#N/A,#N/A,#N/A,,,
4/3/2010,1225.9,#N/A,18.8,2213,1100,2362,2050,2652,28.6,#N/A,#N/A,#N/A,,,
4/2/2010,1225.8,#N/A,19.6,1878,1100,2403,1982,2554,28.2,549.3,486,0,,,
4/1/2010,1225.4,#N/A,20.1,1185,1100,3137,1912,#N/A,#N/A,549.4,490,0,,,
3/31/2010,1224.0,#N/A,19.6,1108,1100,3565,1819,3119,28.3,549.3,505,0,,,
3/30/2010,1222.2,#N/A,18.7,1105,1100,2474,1715,2044,#N/A,549.1,504,0,,,
3/29/2010,1221.1,#N/A,18.4,1102,1100,1805,1647,1504,28.9,549.1,685,0,,,
3/28/2010,1220.6,#N/A,18.8,1111,1100,1355,1602,967,28.8,#N/A,#N/A,#N/A,,,
3/27/2010,1220.4,#N/A,19.4,1107,1100,1656,1567,1251,28.6,#N/A,#N/A,#N/A,,,
3/26/2010,1220.0,#N/A,19.4,1111,1100,2280,1521,1791,#N/A,549.7,681,0,,,
3/25/2010,1219.1,#N/A,18.9,989,980,3313,1454,2342,27.8,549.8,676,0,,,
3/24/2010,1217.1,#N/A,17.1,993,980,5670,1353,3869,#N/A,549.9,694,0,,,
3/23/2010,1213.0,#N/A,13.1,995,980,6617,1172,5647,27.6,549.2,286,0,,,
3/22/2010,1207.5,#N/A,7.8,986,980,2780,961,2253,27.9,#N/A,#N/A,#N/A,,,
3/21/2010,1205.6,#N/A,6.0,987,980,2900,879,2337,27.5,#N/A,#N/A,#N/A,,,
3/20/2010,1203.5,#N/A,4.1,987,980,2691,789,2239,28.7,#N/A,#N/A,#N/A,,,
3/19/2010,1201.5,#N/A,2.0,985,980,2499,708,2006,29.7,#N/A,#N/A,#N/A,,,
3/18/2010,1199.6,#N/A,0.3,545,540,2311,634,1706,30.0,548.8,190,0,,,
3/17/2010,1197.3,#N/A,-1.8,545,540,2205,565,1565,30.4,546.0,202,0,,,
3/16/2010,1194.9,#N/A,-4.2,524,540,2375,500,1585,30.7,546.0,210,0,,,
3/15/2010,1192.0,#N/A,-7.0,525,540,1809,431,1261,31.9,544.9,224,0,,,
3/14/2010,1189.8,#N/A,-9.0,528,540,1312,380,#N/A,33.5,#N/A,#N/A,#N/A,,,
3/13/2010,1188.5,#N/A,-10.2,529,540,1143,346,#N/A,#N/A,#N/A,#N/A,#N/A,,,
3/12/2010,1187.3,#N/A,-11.3,543,540,580,318,428,33.3,542.0,216,0,,,
3/11/2010,1187.3,#N/A,-11.4,587,600,402,309,316,33.1,541.6,193,0,,,
3/10/2010,1187.7,#N/A,-11.0,594,600,340,306,267,32.9,541.3,188,0,,,
3/9/2010,1188.2,#N/A,-10.5,598,600,342,306,262,32.0,541.3,185,0,,,
3/8/2010,1188.8,#N/A,-9.8,594,600,301,307,241,32.0,541.3,182,0,,,
3/7/2010,1189.4,#N/A,-9.3,599,600,270,312,234,32.4,#N/A,#N/A,#N/A,,,
3/6/2010,1190.0,#N/A,-8.5,600,600,317,317,235,30.9,#N/A,#N/A,#N/A,,,
3/5/2010,1190.6,#N/A,-7.9,604,600,303,324,241,29.9,541.4,180,0,,,
3/4/2010,1191.1,#N/A,-7.7,713,670,306,333,248,29.5,541.4,180,0,,,
3/3/2010,1191.9,#N/A,-7.2,719,670,330,343,257,28.9,#N/A,#N/A,#N/A,,,
3/2/2010,1192.6,#N/A,-6.9,714,670,345,353,263,29.0,541.5,180,0,,,
,Jarvis under discharged 157 cfsd on Feb 26 & 27 as a result of a weather related transmission constraint.  This water is being made up by increasing the Jarvis Operating Diagram release of 670 cfs  to 716 cfs for the 82 hours beginning 2pm Mar 1 until midnight on Mar 4.,,,,,,,,,,,,,,
3/1/2010,1193.2,#N/A,-6.4,685,670,421,363,281,29.0,541.5,182,0,,,
2/28/2010,1193.6,#N/A,-6.2,666,670,450,375,326,29.9,#N/A,#N/A,#N/A,,,
2/27/2010,1194.0,#N/A,-5.9,672,670,437,395,379,#N/A,#N/A,#N/A,#N/A,,,
2/26/2010,1194.4,#N/A,-5.7,547,670,305,442,277,#N/A,541.7,224,0,,,
2/25/2010,1194.8,#N/A,-5.6,776,810,290,539,#N/A,28.8,541.6,227,0,,,
2/24/2010,1195.6,#N/A,-5.0,821,810,279,700,#N/A,28.2,542.0,227,0,,,
2/23/2010,1196.4,#N/A,-4.3,809,810,273,731,#N/A,28.5,542.0,227,0,,,
2/22/2010,1197.2,#N/A,-3.6,803,810,252,731,#N/A,#N/A,542.0,227,0,,,
2/21/2010,1198.0,#N/A,-3.1,805,810,284,733,#N/A,31.0,#N/A,#N/A,#N/A,,,
2/20/2010,1198.7,#N/A,-2.8,841,810,300,733,#N/A,#N/A,#N/A,#N/A,#N/A,,,
2/19/2010,1199.5,#N/A,-2.3,811,810,227,737,#N/A,#N/A,542.0,227,0,,,
2/18/2010,1200.2,#N/A,-1.8,900,900,246,740,#N/A,#N/A,542.1,230,0,,,
2/17/2010,1201.1,#N/A,-1.0,902,900,281,743,#N/A,#N/A,542.2,230,0,,,
2/16/2010,1201.9,#N/A,-0.5,903,900,243,744,#N/A,#N/A,542.3,230,0,,,
2/15/2010,1202.7,#N/A,0.0,900,900,265,747,#N/A,30.9,542.3,230,0,,,
2/14/2010,1203.5,#N/A,0.4,900,900,304,750,#N/A,30.8,#N/A,#N/A,#N/A,,,
2/13/2010,1204.2,#N/A,0.7,900,900,256,750,#N/A,#N/A,#N/A,#N/A,#N/A,,,
2/12/2010,1204.9,#N/A,1.1,911,900,299,752,#N/A,30.7,542.8,230,0,,,
2/11/2010,1205.6,#N/A,1.4,942,940,310,751,295,#N/A,542.9,233,0,,,
2/10/2010,1206.4,#N/A,1.8,944,940,300,739,295,#N/A,542.8,233,0,,,
2/9/2010,1207.1,#N/A,2.1,948,940,329,739,302,#N/A,542.9,233,0,,,
2/8/2010,1207.7,#N/A,2.3,941,940,341,739,316,#N/A,542.9,233,0,,,
2/7/2010,1208.4,#N/A,2.6,937,940,366,739,319,#N/A,#N/A,#N/A,#N/A,,,
2/6/2010,1209.0,#N/A,2.9,943,940,432,740,334,#N/A,#N/A,#N/A,#N/A,,,
2/5/2010,1209.5,#N/A,3.0,944,940,436,738,349,#N/A,543.2,236,0,,,
2/4/2010,1210.1,#N/A,3.4,880,880,516,737,371,31.0,543.2,236,0,,,
2/3/2010,1210.4,#N/A,3.5,877,880,590,750,421,29.3,543.3,236,0,,,
2/2/2010,1210.7,#N/A,3.6,887,880,588,748,459,29.3,543.3,236,0,,,
2/1/2010,1211.1,#N/A,3.7,886,880,625,746,481,29.3,543.3,236,0,,,
1/31/2010,1211.6,#N/A,4.0,884,880,661,746,491,29.3,#N/A,#N/A,#N/A,,,
1/30/2010,1211.6,#N/A,3.7,880,880,779,745,522,29.3,#N/A,#N/A,#N/A,,,
1/29/2010,1211.7,#N/A,3.6,881,880,1058,745,768,29.3,543.3,236,0,,,
1/28/2010,1211.5,#N/A,3.2,785,780,1852,740,1281,29.3,#N/A,#N/A,#N/A,,,
1/27/2010,1210.5,#N/A,2.1,792,780,3213,716,2212,29.3,543.3,251,0,,,
1/26/2010,1208.1,#N/A,-0.4,792,780,5099,658,3900,29.3,542.3,296,0,,,
1/25/2010,1203.4,#N/A,-5.2,786,780,1211,507,#N/A,#N/A,537.2,264,0,,,
1/24/2010,1203.0,#N/A,-5.7,781,780,293,481,#N/A,29.3,#N/A,#N/A,#N/A,,,
1/23/2010,1203.6,#N/A,-5.0,784,780,297,486,#N/A,#N/A,#N/A,#N/A,#N/A,,,
1/22/2010,1204.2,#N/A,-4.4,787,780,300,490,#N/A,29.3,537.3,224,0,,,
1/21/2010,1204.7,#N/A,-4.2,881,840,396,491,#N/A,29.3,537.4,227,0,,,
1/20/2010,1205.3,#N/A,-3.8,851,840,340,493,#N/A,29.3,537.5,227,0,,,
1/19/2010,1205.9,#N/A,-3.4,844,840,325,497,#N/A,29.3,537.4,230,0,,,
1/18/2010,1206.5,#N/A,-2.9,843,840,307,501,#N/A,29.3,#N/A,#N/A,#N/A,,,
1/17/2010,1207.1,#N/A,-2.6,838,840,340,504,#N/A,29.3,#N/A,#N/A,#N/A,,,
1/16/2010,1207.6,#N/A,-2.3,837,840,341,510,#N/A,29.3,#N/A,#N/A,#N/A,,,
1/15/2010,1208.2,#N/A,-2.0,846,840,306,520,#N/A,29.3,537.8,224,0,,,
1/14/2010,1208.7,#N/A,-1.7,917,920,321,536,#N/A,29.3,537.9,224,0,,,
1/13/2010,1209.4,#N/A,-1.3,917,920,282,551,#N/A,29.3,538.0,224,0,,,
1/12/2010,1210.0,#N/A,-0.9,921,920,-68,566,#N/A,31.9,538.2,224,0,,,
1/11/2010,1211.0,#N/A,-0.2,912,920,323,588,#N/A,31.9,538.3,224,0,,,
1/10/2010,1211.6,#N/A,0.1,921,920,325,598,#N/A,31.9,#N/A,#N/A,#N/A,,,
1/9/2010,1212.2,#N/A,0.5,925,920,341,609,#N/A,31.9,#N/A,#N/A,#N/A,,,
1/8/2010,1212.7,#N/A,0.8,925,920,377,626,#N/A,31.9,538.6,224,0,,,
1/7/2010,1213.3,#N/A,1.3,934,940,369,639,#N/A,31.9,538.6,227,0,,,
1/6/2010,1213.8,#N/A,1.6,936,940,418,655,#N/A,31.9,538.7,227,0,,,
1/5/2010,1214.3,#N/A,2.0,941,940,920,673,#N/A,#N/A,538.8,227,0,,,
1/4/2010,1214.3,#N/A,2.0,942,940,506,684,#N/A,31.9,536.1,226,0,,,
1/3/2010,1214.7,#N/A,2.4,934,940,527,724,#N/A,31.9,536.1,226,0,,,
1/2/2010,1215.1,#N/A,2.8,940,940,641,797,#N/A,31.9,#N/A,#N/A,#N/A,,,
1/1/2010,1215.4,#N/A,3.1,937,940,625,836,#N/A,31.9,#N/A,#N/A,#N/A,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
